headline,category,prediction
Chris Hayes Exposes The 'Cruelty At The Core' Of The GOP,POLITICS,0
Tyranny Expert Sounds The Alarm On 2024 Election: It’s Happening,POLITICS,0
Fox News' Dana Perino Makes 'Nonsensical' Comment About Wind Power,POLITICS,0
GOP Meddles In Buffalo Mayoral Race To Help Incumbent Democratic Mayor,POLITICS,0
Stephen Colbert Gives Trump A Taste Of What Son Eric Really Thinks About Him,ENTERTAINMENT_MEDIA,0
GOP Governor Blasts Anti-Vax Lawmakers: 'I Don't Need Crazy Getting In The Way',POLITICS,0
12 Striking Photos You Missed This Week,US_NEWS,2
The 20 Funniest Tweets From Women This Week (Oct. 16-22),WOMEN,3
Why You Should Get Your Holiday Shopping Done ASAP,BUSINESS_FINANCE,2
Flight Attendants At American Airlines Subsidiary Threaten To Strike,BUSINESS_FINANCE,2
Climate Poses Many Threats To U.S. Financial System & Natural Gas May Be Major Risk,BUSINESS_FINANCE,2
The Best Halloween Cocktails To Make At Home,FOOD_DRINK,2
Stephen Colbert Bestows Steve Bannon With A Horrifying Description You'll Never Forget,ENTERTAINMENT_MEDIA,0
Celine Dion Cancels 21 Shows Due To 'Severe' Muscle Spasms,ENTERTAINMENT_MEDIA,3
Republicans Don't Want To Talk About Trump Unless They're On The Campaign Trail,POLITICS,0
Zebra Saga: Maryland Officials Hatch Capture Plan Involving... Even More Zebras,US_NEWS,4
The Halloween Candy You Give Out Reveals How Much You Care About Status,FOOD_DRINK,2
Rahm Emanuel’s Confirmation Hearing Falls On Laquan McDonald’s Death Anniversary,POLITICS,0
"New On Netflix November 2021: 'Big Mouth,' 'Tiger King 2' And More",STYLE_BEAUTY_HOME,2
"The Best Grain-Free, Gluten-Free Baking Mixes, According To Experts",FOOD_DRINK,2
Artificial Christmas Trees: Here's What You Should Know This Year,STYLE_BEAUTY_HOME,2
Queen Elizabeth Gracefully Declines 'Oldie' Award With Brilliant Response,ENTERTAINMENT_MEDIA,3
Funny Tweets About Kids Learning Musical Instruments,PARENTING_FAMILY,3
Charity Rejects Jamie Lynn Spears Donation After Backlash From Britney Fans,ENTERTAINMENT_MEDIA,3
New Documentary Zooms In On Pete Buttigieg's Historic Presidential Run,POLITICS,0
John Oliver Gets Local Car Dealer To Produce 'Unhinged' Ad And It's... Um... Wow,ENTERTAINMENT_MEDIA,3
The Most Popular Movies On Netflix Besides 'The Forgotten Battle',STYLE_BEAUTY_HOME,2
Adele Is Getting The Royal Treatment With Oprah Interview Ahead Of New Album,ENTERTAINMENT_MEDIA,3
Undocumented And In Need Of An Abortion In Texas' Rio Grande Valley,POLITICS,4
"In Quiet Debut, Alzheimer's Drug Rollout Slowed By Questions, Skepticism",SCIENCE,1
Texas GOP Advances New Congressional Maps That Would Tighten Slipping Grip,POLITICS,0
Bill Clinton Released From California Hospital After Infection,US_NEWS,1
"Heavy Rains, Landslides Leave At Least 18 Dead In South India",WORLD_NEWS,4
'I'm So Stupid': MAGA Fan Who Attacked Officer Mike Fanone Called Himself A 'Piece Of S**t',POLITICS,0
'Colin Kaepernick' Reminds 'SNL' Who Was Right About The NFL All Along,ENTERTAINMENT_MEDIA,3
"UK Health Officials Fear 43,000 Received False Negative COVID-19 Test Results",WORLD_NEWS,1
600-lb Stranded Sea Turtle Splashes Back Into The Ocean After Rescue,ENVIRONMENT,2
Tucker Carlson Offers Most Insincere Response To Pete Buttigieg Attack Backlash,POLITICS,0
Britney Spears Warns Family What To Fear If She Does An Interview,ENTERTAINMENT_MEDIA,3
The 20 Funniest Tweets From Women This Week (Oct. 9-15),WOMEN,3
11 Striking Photos You Missed This Week,US_NEWS,2
Kayleigh McEnany Attacks Jen Psaki With ‘Least Self-Aware Tweet Ever Written’,POLITICS,0
25 Of The Funniest Tweets About Cats And Dogs This Week (Oct. 9-15),ENTERTAINMENT_MEDIA,3
Awkward? A Personal Gift From Trump To Giuliani Just Sold At Auction,POLITICS,0
How To Fade The Dark Spots On Your Skin That Summer Left Behind,STYLE_BEAUTY_HOME,2
Dolly Parton Crushes Twitter Meme With Expertly Deployed 'Jolene' Line,ENTERTAINMENT_MEDIA,3
Texas School Official Suggests Teaching Both Holocaust Books And ‘Opposing’ Views: Report,POLITICS,0
The Best Happiness Advice People Learned In Therapy,HEALTH_WELLNESS,2
Jimmy Kimmel Saddles Sen. Ted Cruz With Chilling Halloween Nicknames,ENTERTAINMENT_MEDIA,0
"Anti-Mask Alaska State Senator Gets COVID-19, Touts Unproven Treatments",POLITICS,1
"Adele Drops 'Easy On Me,' So Get Ready To Seriously Feel Your Feelings",ENTERTAINMENT_MEDIA,3
William Shatner Tearfully Reflects On Trip To Space In Post-Flight Conversation,ENTERTAINMENT_MEDIA,3
Princess Eugenie Shares Sweet Photo To Mark 3rd Wedding Anniversary,ENTERTAINMENT_MEDIA,3
"Weight Loss May Not Actually Make You Healthier, Study Reveals",HEALTH_WELLNESS,2
Shop The Trend: Light Quilted Jackets For Transitional Weather,STYLE_BEAUTY_HOME,2
Adele Says New Album Documents 'Most Turbulent Period Of My Life',ENTERTAINMENT_MEDIA,3
Utah Republicans Shamelessly Invoke Tribes To Condemn Biden’s Monument Restorations,POLITICS,0
Texas Republican Allen West Goes On Anti-Vaccine Rant While Hospitalized With COVID-19,POLITICS,1
Jay-Z’s Group Raises $1M To Investigate Wrongful Convictions,ENTERTAINMENT_MEDIA,4
NJ Democrats Attack GOP Candidate's Support Of '90s Cursing Ban With Foul-Mouthed Ad,POLITICS,0
Paul McCartney Dismisses Rolling Stones As 'Blues Cover Band',ENTERTAINMENT_MEDIA,3
Eric Clapton Is Now Funding An Anti-Vaccine Band For 'Great Work' They're Doing,ENTERTAINMENT_MEDIA,1
George Clooney Brilliantly Breaks Down Why He Won't Run For Office,ENTERTAINMENT_MEDIA,3
French Child Kidnapping Plot Shows Global Sway Of QAnon Style,WORLD_NEWS,4
Ted Cruz Jokes About That Time He Abandoned Constituents For A Cancun Trip,POLITICS,0
John Oliver Crafts Perfect Meme For Aging Relatives Who Share BS On Social Media,ENTERTAINMENT_MEDIA,3
Tutorials For 11 Halloween Looks You Can Create With Regular Makeup,STYLE_BEAUTY_HOME,2
Republic Flight Makes Emergency Landing In NY After Passenger's 'Erratic Behavior',US_NEWS,4
Texas Clinics Cancel Abortion Appointments After Court Reinstates Ban,POLITICS,4
Fiona Hill Calls Capitol Riot A ‘Dress Rehearsal’ For Further Violence,POLITICS,0
Facebook Exec: Algorithms Should Be 'Broadly' Regulated With More Transparency,US_NEWS,0
Iraqi Vote Spurred By 2019 Mass Protests Is Marred By Voting Boycott,WORLD_NEWS,4
Paul McCartney: John Lennon Responsible For Beatles' Breakup,ENTERTAINMENT_MEDIA,3
Pope Francis Tells Lawmakers To Get Their Act Together On Climate Change,RELIGION,1
"Allen West, Texas GOP Gubernatorial Hopeful, Has COVID-19",POLITICS,1
"Abolhassan Banisadr, Iran's First President After 1979 Revolution, Dies At 88",WORLD_NEWS,4
Taliban Say They Won't Work With U.S. On Shared Islamic State Threat,WORLD_NEWS,4
Prosecutor Seeking To Indict Robert Durst On Ex-Wife's Death: AP Source,CRIME,4
Mitch McConnell Tells Biden He Won't Deal On Debt Again After Chuck Schumer's 'Tantrum',POLITICS,0
Matthew McConaughey Predicts The Bizarre Way He'll Die,ENTERTAINMENT_MEDIA,3
Justice Department Won't Pursue Charges Against Cop Who Shot Jacob Blake,US_NEWS,4
Chris Hayes Goes Off At Trump 'Coup Lackey' Who 'Went Full Insurrectionist',POLITICS,0
23 Of The Funniest Tweets About Cats And Dogs This Week (Oct. 2-8),ENTERTAINMENT_MEDIA,3
"Fall Coats That Are Like A Big, Warm Hug From A Blanket",STYLE_BEAUTY_HOME,2
The 20 Funniest Tweets From Women This Week (Oct. 2-Oct. 8),WOMEN,3
Jimmy Kimmel Exposes Fox News' Coronavirus Hypocrisy In Scathing Takedown,ENTERTAINMENT_MEDIA,0
'Daily Show' Interviews Clitoris Advocate And She Says It Left Out Best Part,ENTERTAINMENT_MEDIA,3
How Paint Colors Affect Home Sale Prices,STYLE_BEAUTY_HOME,2
Disturbing New Footage Shows Minneapolis Cops Saying They're 'Hunting Activists',POLITICS,4
The Rudest Things You Can Do At A Hotel,TRAVEL,2
"If You're Eligible For A COVID Booster Shot Right Now, Should You Get It?",HEALTH_WELLNESS,1
Pat Robertson’s ‘700 Club’ Departure Marked With Montage Of His Most Repulsive Comments,US_NEWS,3
The Feds Have Made 625+ Capitol Riot Arrests. They Still Have A Long Way To Go.,POLITICS,4
Drew Barrymore Says Lucy Liu And Bill Murray’s Fight Had One 'Great' Outcome,ENTERTAINMENT_MEDIA,3
MSNBC Goes To Town On GOP Sen. Josh Hawley With A Stinging Supercut,POLITICS,0
Nobel Physics Prize Goes To 3 For Climate Discoveries,WORLD_NEWS,2
"Emily Mariko: You Can't Have Her Life, But You Can Have Her Stuff",FOOD_DRINK,3
FBI Raids NYPD Union Office And Home Of Its Right-Wing Leader,POLITICS,4
Melania Trump Scorches Tell-All Author Stephanie Grisham As 'Troubled And Deceitful',POLITICS,0
3 Reasons You're More Anxious In The Morning (And How To Fix It),HEALTH_WELLNESS,2
Force Expert Says Kyle Rittenhouse's Decisions To Shoot Were Reasonable,CRIME,4
"2 Win Nobel Prize In Medicine For Showing How We React To Heat, Touch",US_NEWS,2
"COVID Vaccine Mandate Takes Effect For NYC Teachers, Staff",EDUCATION,1
The Best Products To Help You Poop Better,HEALTH_WELLNESS,2
Bill Belichick's Oral Hygiene Fumble During Buccaneers-Patriots Game Disgusts Fans,ENTERTAINMENT_MEDIA,3
How COVID Vaccine Dosage Is Different For Young Kids,PARENTING_FAMILY,1
Trump Faces Deadline For Questioning In Defamation Suit,POLITICS,0
Owen Wilson Is Slacker Perfection In 'Saturday Night Live' Monologue,ENTERTAINMENT_MEDIA,3
'SNL' Newbie James Austin Johnson Debuts As Convincing Biden Who Can't Get Dems Together,ENTERTAINMENT_MEDIA,0
Why Manchin And Democratic Leaders Might Not Be Quite So Far Apart,POLITICS,0
Russia Hits Record Number Of Daily COVID-19 Deaths,WORLD_NEWS,1
"Bomb At Kabul Mosque Kills At Least 5 Civilians, Taliban Say",WORLD_NEWS,4
'Saturday Night Live' Mocks Billionaire Astronauts With Spoof 'Star Trek: Ego Quest',ENTERTAINMENT_MEDIA,3
Women's March Targets Abortion Access On Steps Of Supreme Court,POLITICS,4
Biden Says 'Everybody Is Frustrated' As His Agenda Stalls,POLITICS,0
"'Laughable' Cyber Ninjas' Arizona Recount Missed 16,000 Votes, Says Experts' Review",POLITICS,4
Jennifer Garner Sends Selfie To Random Stranger In Wrong Number Mishap,ENTERTAINMENT_MEDIA,3
'Extreme Numbers' Of Large Invasive Spiders In Georgia May Be A Good Thing,ENVIRONMENT,4
Daniel Craig Shares A 'Real Horror Story' From His Teenage Years On Stage,ENTERTAINMENT_MEDIA,3
Shop The Trend: The Coziest Sweaters For Fall,STYLE_BEAUTY_HOME,2
Nutty Squirrel Leaves 42 Gallons Of Nuts In Man's Chevy Avalanche,GOOD_WEIRD_NEWS,4
"Over Two-Thirds Of Muslim Americans Have Faced Islamophobia, New Survey Finds",POLITICS,4
The 20 Funniest Tweets From Women This Week (Sept. 25-Oct. 1),WOMEN,3
Prosecutors In Wyoming Considering Charging Librarians For Stocking Books,POLITICS,4
"Mary J. Blige, Snoop Dogg, Eminem Among Rappers Performing At Super Bowl",ENTERTAINMENT_MEDIA,3
Rep. Jim Jordan's Question About Democrats Gets Turned Into A Punchline About Him,POLITICS,0
Shop The Trend: Sweater Vests And How To Wear Them,STYLE_BEAUTY_HOME,2
Ben Whishaw Thinks Casting A Gay Actor As James Bond 'Would Be Thrilling',ENTERTAINMENT_MEDIA,3
Danish Artist Makes Off With Pile Of Cash Intended To Be Art,ENTERTAINMENT_MEDIA,2
"Where Can I Buy At-Home Rapid COVID Tests, And When Should I Use One?",HEALTH_WELLNESS,1
Trump May Have Let Slip Details Of His Election Scheme As He Attacked Georgia Governor,POLITICS,0
"'Disengaged' Melania Trump Was Asleep On Election Night, New Book Says",POLITICS,0
‘Oh My God’: Dave Grohl Makes Surprise Discovery About An Iconic Nirvana Song,ENTERTAINMENT_MEDIA,3
Rachel Maddow Reads Damning Giuliani Testimony Showing Roots Of Election Conspiracy,POLITICS,0
Judge Suspends Britney Spears' Father As Her Conservator,ENTERTAINMENT_MEDIA,3
New 'SNL' Comic James Austin Johnson Is 'Best Trump Impersonator.' See Why.,ENTERTAINMENT_MEDIA,0
Hilarious Tweets From Parents About School Picture Day,PARENTING_FAMILY,3
"Rep. Lauren Boebert Tries To Make A Point About Vaccines, Gets A Big Dose Of Mockery",POLITICS,0
Here Are The States That Automatically Mail Ballots To All Voters,POLITICS,2
Demi Lovato Says UFO Sighting Was 'A Beautiful And Incredible Experience',ENTERTAINMENT_MEDIA,3
'The View's' Ana Navarro Rips 'Dimwit' Donald Trump Jr. After He Mocks Her Weight,POLITICS,0
Where To Get Meghan Markle's Black Scalloped Face Mask,STYLE_BEAUTY_HOME,3
'Girls' Star Lena Dunham Reportedly Marries Musician Luis Felber,ENTERTAINMENT_MEDIA,3
Alexis Ohanian Gushes He's 'Grateful For Every Minute' With Serena Williams,ENTERTAINMENT_MEDIA,3
David Letterman Asks Kevin Durant Dumb (And Funny) Questions On Media Day,ENTERTAINMENT_MEDIA,3
Person Of Interest In Miya Marcano Disappearance Found Dead,US_NEWS,4
Will Smith: 'Black Lives Matter' Is A Better Slogan Than 'Defund The Police',ENTERTAINMENT_MEDIA,3
Scientist Complained Trump 'Election Stuff' Overrode COVID Concerns In His White House,POLITICS,1
2021 Tony Awards: The Complete Winners List,ENTERTAINMENT_MEDIA,2
Betsy DeVos Throws Surprise Shade At Donald Trump,POLITICS,0
Tony Awards 2021 Red Carpet: See All The Best-Dressed Stars,ENTERTAINMENT_MEDIA,3
Former Arizona AG Slams Cyber Ninjas 'Grift' In Botched Vote Audit,POLITICS,0
U.S. And Pakistan Face Each Other On Afghanistan Threats At UN Summit,POLITICS,4
Federal Judge Suspends New York City's Vaccine Mandate For Teachers,EDUCATION,1
"COVID-Sick Zoo Lions Fed 'Tempting' Baby Food, Chicken Broth To Amp Up Appetites",ENVIRONMENT,1
Mary Trump Quips That Her Uncle's Lawyers Now Probably 'Operate Out Of Strip Malls',POLITICS,0
Britney Spears' Father Hired Surveillance That Captured Bedroom Audio: Documentary,ENTERTAINMENT_MEDIA,3
Draft Report Of Arizona Sham Audit Confirms Biden's Win Over Trump,POLITICS,0
Small-But-Mighty Closet Organizers To Maximize Storage,STYLE_BEAUTY_HOME,2
Halloween Decorations That'll Thrill Your Trick-Or-Treaters,STYLE_BEAUTY_HOME,2
The 20 Funniest Tweets From Women This Week (Sept. 18-24),WOMEN,3
Lauren Boebert Calls For Joe Biden's 'Imeachment',POLITICS,0
The Best Ready-Made Meal Delivery Services,FOOD_DRINK,2
Army Officer Admits Having All Vaccines But Not COVID-19 Shot Because Of 'Freedom',US_NEWS,1
Right-Wing Preacher Cooks Up The Most Bonkers Plea Yet For A Private Jet,POLITICS,0
The Best Halloween Baking Tools: Get Ready To Slay,FOOD_DRINK,2
Billy Eichner's Gay Rom-Com To Make History With All-LGBTQ Cast Playing Every Major Role,ENTERTAINMENT_MEDIA,3
James Corden Reveals The Best Life Advice He Got From Cher,ENTERTAINMENT_MEDIA,3
Michael Flynn Spreads Bizarre Conspiracy Theory About Vaccines In Salad Dressing,US_NEWS,0
Brazil Health Minister Tests Positive For COVID-19 After U.N. General Assembly,US_NEWS,1
Nicole Richie Accidentally Sets Her Hair On Fire While Blowing Out Birthday Candles,ENTERTAINMENT_MEDIA,3
MyPillow Guy Mocked For A New Trump Prediction... And It's A Real Turkey,POLITICS,0
"Legal Experts Spot The Fatal Flaws With Donald Trump's Lawsuit Against His Niece, NYT",POLITICS,0
MSNBC Hosts Crack Up Over Error Found On First Page Of Trump Lawsuit,POLITICS,0
France's Ambassador Returning To US After Fallout Over Defense Deal,WORLD_NEWS,0
"Taliban Once Again Shows True Colors, Refuses To Name Any Women As Deputy Ministers",WORLD_NEWS,4
Boris Johnson Needles Anti-Vax Brazilian President While Promoting Vaccine,POLITICS,1
'We All Lose' At Trevor Noah's Second Coronavirus-Themed Pandemmy Awards,ENTERTAINMENT_MEDIA,3
Biden Pledges To Double U.S. Climate Aid. It’s Still A Fraction Of What’s Needed.,POLITICS,0
Daniel Craig Says James Bond Shouldn't Be Played By A Woman,ENTERTAINMENT_MEDIA,3
Peyton And Eli Manning Hilariously Revive Cheating Accusations Against Patriots,ENTERTAINMENT_MEDIA,3
"Voters Credit Biden For Boost In Child Tax Payments, Unemployment Benefits",POLITICS,0
"Biden Easing Foreign Travel Restrictions, Requiring Vaccines",US_NEWS,1
Ashley Graham Announces She's Expecting Twins In Sweet Instagram Video,ENTERTAINMENT_MEDIA,3
Jersey City Mayor Promises To Reopen Rental Aid Applications After HuffPost Report,POLITICS,0
Support For Gov. Greg Abbott Plunging In New Texas Poll,POLITICS,0
Seth Rogen Says What We're All Thinking About The Emmys This Year,ENTERTAINMENT_MEDIA,3
Search Resumes For Man Whose Girlfriend Disappeared On Cross-Country Trip,US_NEWS,4
Rebuilding Of France’s Notre Dame Cathedral To Begin After 2019 Fire,WORLD_NEWS,2
Emmanuel Macron To Talk To Biden Amid Crisis Over Submarines,POLITICS,0
Boxer-Senator Manny Pacquiao To Run For Philippine President,POLITICS,0
Renegade Cyber Ninjas Brazenly Defies Senate Demand For Records In Arizona Vote 'Fraudit',POLITICS,4
"Trump Considered Painting His Own Plane The Way 'Air Force One Should Look,' Book Reveals",POLITICS,0
American Samoa Reports Its First Case Of COVID-19,US_NEWS,1
Afghan Survivors Of U.S. Drone Strike Say Apology 'Is Not Enough',WORLD_NEWS,4
Taliban Replaces Ministry For Women With One Restricting Them,WORLD_NEWS,4
Police Say They’re Ready For Rally Supporting Jan. 6 Rioters,POLITICS,4
$100 Million Trump Tower Loan Placed On Bank 'Watch List' Over Vacancies,POLITICS,4
Gabrielle Union Regrets How She Approached Her 'Bring It On' Character,ENTERTAINMENT_MEDIA,3
"Clive Sinclair, Home Computing Pioneer, Dead At 81",WORLD_NEWS,2
"Apple, Google Cave To Kremlin, Remove Opposition App As Russian Voting Begins",WORLD_NEWS,0
Former Judges Defend 'Grim Reaper' Lawyer In COVID War With Gov. Ron DeSantis,POLITICS,0
Trump Is Still Begging Georgia Officials To Overturn The 2020 Election Results,POLITICS,0
The 20 Funniest Tweets From Women This Week (Sept. 11-17),WOMEN,3
Boston's Famous 'Skinny House' Sells For A Nice Fat Price,GOOD_WEIRD_NEWS,2
Red States’ Wolf-Killing Campaign May Have Just Backfired,ENVIRONMENT,4
Alleged Pizza Roll Pooper Apprehended After Oklahoma Grocery Store Incident,GOOD_WEIRD_NEWS,4
Clarence Thomas Criticizes Judges For Veering Into Politics,POLITICS,0
Get Dinner On The Table Faster With These Chef-Approved Hacks,FOOD_DRINK,2
Chrissy Teigen Says She Had Cheek Fat Removed: 'I Like It',ENTERTAINMENT_MEDIA,3
The Next Star Of ABC's 'The Bachelor' May Be This Orthopedic Sales Rep,ENTERTAINMENT_MEDIA,3
Woman Pulled To Her Death After Train Doors Close Between Herself And Tethered Dog,US_NEWS,4
New Ad Shows Texas Gov Is Far From Only Republican To Make Offensive Comments About Rape,POLITICS,0
Tucker Carlson Makes On-Air Plea To Swollen-Testicled Friend Of Nicki Minaj’s Cousin,POLITICS,3
How To Get Fashion Week Trend: Monochromatic Looks In Primary Colors,STYLE_BEAUTY_HOME,2
New Study Shows Just How Hard The Pandemic Has Been For Pregnant Women,PARENTING_FAMILY,1
People Are Convinced Keke Palmer Should Host 'Everything' After Her Met Gala Debut,ENTERTAINMENT_MEDIA,3
Paula Jones Blasts Her Portrayal On 'American Crime Story: Impeachment',POLITICS,0
Andrew Garfield Really Wants To Make It Clear That He's Not In The New 'Spider-Man' Movie,ENTERTAINMENT_MEDIA,3
"Dan Levy, Nikkie de Jager Make Powerful LGBTQ Statements With 2021 Met Gala Couture",ENTERTAINMENT_MEDIA,3
Nicki Minaj Declines To Get Vaccinated For Met Gala,ENTERTAINMENT_MEDIA,1
"Get The Fashion Week Trend: Dripping-Wet Metallics, Sequins And Satins",STYLE_BEAUTY_HOME,2
"Kourtney Kardashian, Travis Barker Make Their Red Carpet Debut At The VMAs",ENTERTAINMENT_MEDIA,3
Man Killed In 'Freak Accident' At McDonald's Drive-Thru Window,WORLD_NEWS,4
